time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,2.792362096700946e-07,9.777859694652392e-07,10.069942877224367,0.0002283894417836052,6.283077839596029,0.0,3.136089654575707e-05,8.585715303868837e-05,2.329788966143621,0.010501424143602969,-0.005638922990390928,0.0,899.967388732354,899.7391985755208,899.7499708101547,900.1748852527859
0.12000000000000001,1.717151743252382e-05,3.718766141713411e-05,10.279008471060875,0.0011125718898297166,6.282648703204011,0.0,0.0006937947844034954,0.0014471614617843184,4.632776802205218,0.0220878657746379,-0.010365467761024736,0.0,900.0693625615678,899.8782101549834,899.6183947627718,900.0871637325313
0.18,0.00010071162168395619,0.017948576703518158,10.596547931320854,0.8822264394391048,6.281970583685062,0.0,0.0023025885114550957,1.000143584278913,5.736794593309021,10.83666522980188,-0.01324432298623504,0.0,900.248105549779,900.1318122902067,-0.1370302781246172,900.0155739888334
0.23999999999999996,0.00032555731700837444,0.09662502272466622,10.962924945629986,1.1949329935610038,6.281102306109293,0.0,0.005452577936106952,0.8591644176229433,5.9185443051158835,19.289086523761164,-0.017042772398738297,0.0,900.0184752506185,899.8648398254654,-0.049175607853011366,899.8938073412033
0.3,0.0007985116859513813,0.16583373021263653,11.301209990850925,0.5794404843047047,6.28001220505276,0.0,0.010652135285005455,0.6595197927042155,5.510378862660771,24.351877529636464,-0.020520362309036932,0.0,899.8477053487442,899.7070390851667,-0.08440999068229324,899.6014520739209
0.36000000000000004,0.0016569334412951595,0.25101085379590293,11.637441399268011,3.200116441024603,6.278505653457717,0.0,0.01842023100096613,2.225900168546086,4.930843868998702,26.86844518058391,-0.036376456951418654,0.0,899.9624058035583,899.3204587616219,0.2872685831575601,899.4565772841576
0.4200000000000001,0.0030870432075603433,0.36160327371427314,11.862557503269663,5.0648473298733965,6.27615450310125,0.0,0.030036982979967937,1.0185681696447038,2.924961000241223,28.003755859575406,-0.04549543119143274,0.0,899.9198859263987,899.5499191272419,0.38179465953169694,899.8419238132816
0.48000000000000015,0.00538277087233786,0.3749667581555729,12.057456133426045,0.5150015196330457,6.273245194668963,0.0,0.04733388640618468,-0.14361434546086171,3.884892203515746,28.489881174624735,-0.05526859621640304,0.0,900.083324483143,899.6876115507106,0.34991296919693776,899.9636810497856
0.5400000000000001,0.008909743169315467,0.4104602724523692,12.31392612717038,2.2363684048945256,6.269671006982346,0.0,0.0714132499318234,1.5767939280101504,4.207710936145703,28.69155730156324,-0.06997047426297093,0.0,900.1161753462568,899.5205187897824,0.04189968570821284,899.9160533788386
0.6000000000000002,0.014127626598506948,0.5394193165219394,12.499101200221912,3.9606987995850673,6.265289098647424,0.0,0.10380978559608868,2.2213406273755147,1.7941772332542898,28.767633578596026,-0.07998603081805532,0.0,900.1732504847054,899.7650285864065,0.28603672385959333,899.5367110799667
0.6600000000000003,0.02158108175699361,0.618126027397705,12.56343356215578,5.6877646020220265,6.260248760281215,0.0,0.14632089072542104,0.30560454706473505,0.8679733913984244,28.801398519074333,-0.09357740561327652,0.0,900.266878191395,899.7130022237087,0.23468216687856863,899.6677825187825
0.7200000000000003,0.03193340394475594,0.6194052903206246,12.656087506245132,1.1329815620547805,6.254503072088022,0.0,0.2005636115300291,0.2661788579874699,2.229911308741013,28.81361745527828,-0.10052918860967498,0.0,900.1388839910319,899.8548175711288,0.09030238268459623,899.580700335784
0.7800000000000004,0.04592159687959282,0.6955470278183047,12.78004059025382,2.861788742536138,6.248365472031901,0.0,0.2676994599179711,2.2013254812286482,1.3776706715674054,28.813203385612102,-0.10605329926627935,0.0,900.1550813015112,899.9274505220014,0.07532028012430608,899.2934033089272
0.8400000000000004,0.06434145146456989,0.8259414991788872,12.784431050670621,4.59060596239498,6.242080840462691,0.0,0.34829097880773924,1.6379990246298728,-1.077073451870896,28.814242070419766,-0.10224801913932216,0.0,899.9499707031637,900.0980106325948,0.1174472671844283,899.3573745778592
0.9000000000000005,0.08800066968896278,0.8647301267681508,12.713520216203943,0.03652542328525499,6.235977896828487,0.0,0.4423383399145114,-0.11316999166594321,-0.8106317791519304,28.82400809761913,-0.10067277462013545,0.0,900.1225784391295,900.180713253596,0.33566412094616216,899.8516005331528
0.9600000000000005,0.11770601900709454,0.8786328468880198,12.704269743728787,1.7659280145941523,6.229655370885315,0.0,0.5498474250247377,1.010178106705781,0.1975182721487793,28.82240380053668,-0.117018300070148,0.0,900.5318615278953,899.865321365055,0.5027513366058081,899.5547294050733
1.0200000000000005,0.1542810054820325,0.9922309517171212,12.669121925787937,3.4952168853049184,6.222397571148939,0.0,0.6715739310441337,2.4084924471727898,-1.7475015307951374,28.820046938449483,-0.13031986518747174,0.0,900.1707242530475,899.627217062412,0.3154873838270345,899.4648241703418
1.0800000000000005,0.19863799677508648,1.0996479884736161,12.498714699356817,5.224298530481597,6.214391517712166,0.0,0.8094051252549308,0.854670978851659,-3.511355804560115,28.81477242372111,-0.14049221414697297,0.0,899.8397969109752,899.4193117698206,0.30431696036088196,899.2368155028306
1.1400000000000006,0.25173421998143203,1.1099809678518289,12.314218772808918,0.6701643149982086,6.20605744619813,0.0,0.9629578844374749,-0.044178662633423266,-2.39463306015322,28.821346194547303,-0.13589877471805595,0.0,899.675850703575,899.8513262703033,0.19768174509647934,899.6992548441277
